Foods
Date,Calories In
"2018-07-28","0"
"2018-07-29","0"
"2018-07-30","0"
"2018-07-31","0"
"2018-08-01","0"
"2018-08-02","0"
"2018-08-03","0"
"2018-08-04","0"
"2018-08-05","0"
"2018-08-06","0"
"2018-08-07","0"
"2018-08-08","0"
"2018-08-09","0"
"2018-08-10","0"
"2018-08-11","0"
"2018-08-12","0"
"2018-08-13","0"
"2018-08-14","0"
"2018-08-15","0"
"2018-08-16","0"
"2018-08-17","0"
"2018-08-18","0"
"2018-08-19","0"
"2018-08-20","0"
"2018-08-21","0"
"2018-08-22","0"
"2018-08-23","0"
"2018-08-24","0"
"2018-08-25","0"
"2018-08-26","0"

Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2018-07-28","3,358","8,073","3.81","5","674","236","19","9","1,481"
"2018-07-29","3,316","6,450","3.04","18","1,211","192","17","20","1,382"
"2018-07-30","2,212","357","0.17","1","947","17","0","0","85"
"2018-07-31","3,800","8,295","3.91","4","688","237","10","22","1,757"
"2018-08-01","3,987","12,157","5.73","7","786","228","26","45","2,079"
"2018-08-02","3,968","9,629","4.54","4","924","186","43","51","2,008"
"2018-08-03","4,762","18,215","8.59","12","607","247","17","114","2,958"
"2018-08-04","4,376","17,126","8.08","78","585","206","17","124","2,584"
"2018-08-05","4,818","18,565","8.76","29","561","272","31","113","3,106"
"2018-08-06","3,150","6,185","2.92","7","775","210","0","0","1,121"
"2018-08-07","3,152","6,558","3.09","6","777","223","0","0","1,185"
"2018-08-08","3,341","7,772","3.67","12","724","220","13","9","1,375"
"2018-08-09","4,339","15,635","7.37","13","1,061","285","17","77","2,566"
"2018-08-10","3,667","7,470","3.52","2","641","293","9","14","1,730"
"2018-08-11","4,392","17,519","8.26","21","448","260","20","94","2,616"
"2018-08-12","4,011","11,193","5.28","6","585","257","21","57","2,224"
"2018-08-13","4,196","17,014","8.02","17","771","222","25","98","2,424"
"2018-08-14","3,454","8,448","3.98","11","719","264","9","12","1,598"
"2018-08-15","4,079","12,259","5.78","8","704","213","23","56","2,158"
"2018-08-16","3,490","8,039","3.79","18","877","311","7","6","1,678"
"2018-08-17","4,610","16,482","7.77","11","608","198","9","125","2,686"
"2018-08-18","2,921","4,657","2.2","8","551","198","0","0","972"
"2018-08-19","4,381","13,461","6.35","16","796","243","30","83","2,595"
"2018-08-20","4,041","11,763","5.55","3","624","239","1","64","2,190"
"2018-08-21","3,393","6,274","2.96","4","689","212","6","8","1,319"
"2018-08-22","3,811","8,678","4.09","5","845","200","13","48","1,852"
"2018-08-23","4,232","14,696","6.93","11","653","210","18","79","2,261"
"2018-08-24","2,168","68","0.03","0","994","7","0","0","32"
"2018-08-25","3,719","4,054","1.91","7","1,190","204","23","23","1,731"
"2018-08-26","799","207","0.1","1","28","13","0","0","51"

Food Log 20180728
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180729
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180730
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180731
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180801
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180802
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180803
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180804
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180805
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180806
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180807
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180808
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180809
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180810
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180811
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180812
Daily Totals
