Foods
Date,Calories In
"2018-08-27","0"
"2018-08-28","0"
"2018-08-29","0"
"2018-08-30","0"
"2018-08-31","0"
"2018-09-01","0"
"2018-09-02","0"
"2018-09-03","0"
"2018-09-04","0"
"2018-09-05","0"
"2018-09-06","0"
"2018-09-07","0"
"2018-09-08","0"
"2018-09-09","0"
"2018-09-10","0"
"2018-09-11","0"
"2018-09-12","0"
"2018-09-13","0"
"2018-09-14","0"
"2018-09-15","0"
"2018-09-16","0"
"2018-09-17","0"
"2018-09-18","0"
"2018-09-19","0"
"2018-09-20","0"
"2018-09-21","0"
"2018-09-22","0"
"2018-09-23","0"
"2018-09-24","0"
"2018-09-25","0"
"2018-09-26","0"

Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2018-08-27","4,458","15,714","7.48","15","608","259","9","96","2,692"
"2018-08-28","3,757","12,569","5.93","14","717","218","8","58","1,874"
"2018-08-29","3,222","8,559","4.04","16","853","166","4","35","1,266"
"2018-08-30","3,253","6,682","3.15","7","793","234","14","9","1,389"
"2018-08-31","4,415","15,415","7.46","17","744","211","8","104","2,640"
"2018-09-01","3,020","3,952","1.86","7","798","133","13","5","852"
"2018-09-02","2,918","3,181","1.5","6","872","163","0","0","811"
"2018-09-03","2,936","4,743","2.24","6","754","155","8","15","915"
"2018-09-04","3,201","7,343","3.46","5","631","269","6","3","1,374"
"2018-09-05","3,395","7,943","3.86","18","1,040","184","16","33","1,514"
"2018-09-06","2,907","5,641","2.66","5","746","195","0","0","983"
"2018-09-07","3,829","9,591","4.52","7","683","242","20","43","1,922"
"2018-09-08","4,031","13,798","6.65","16","634","237","16","76","2,230"
"2018-09-09","3,682","9,360","4.41","9","734","234","22","46","1,872"
"2018-09-10","2,977","5,951","2.81","18","835","158","10","4","1,002"
"2018-09-11","2,824","4,446","2.1","1","781","154","6","4","829"
"2018-09-12","3,047","7,512","3.54","6","676","179","17","13","1,175"
"2018-09-13","3,044","6,480","3.06","10","885","190","1","13","1,118"
"2018-09-14","3,080","7,021","3.31","3","871","179","18","7","1,125"
"2018-09-15","3,180","9,445","4.45","77","849","134","23","51","1,287"
"2018-09-16","3,344","9,015","4.25","102","586","184","30","38","1,494"
"2018-09-17","2,952","5,628","2.65","2","990","134","24","13","985"
"2018-09-18","2,997","6,247","2.95","11","866","196","1","11","1,074"
"2018-09-19","3,044","7,034","3.32","14","768","218","2","8","1,195"
"2018-09-20","3,517","9,920","4.68","8","844","156","10","56","1,565"
"2018-09-21","3,105","8,185","3.86","9","797","163","6","26","1,172"
"2018-09-22","5,199","16,219","7.65","10","581","319","78","98","3,596"
"2018-09-23","2,787","5,807","2.74","12","773","46","7","46","745"
"2018-09-24","2,771","4,500","2.12","7","841","167","0","0","822"
"2018-09-25","2,820","5,219","2.46","6","767","142","2","11","853"
"2018-09-26","3,613","10,466","4.94","9","707","163","3","63","1,677"

Food Log 20180827
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180828
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180829
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180830
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180831
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180901
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180902
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180903
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180904
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180905
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180906
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180907
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180908
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180909
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180910
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180911
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
