Foods
Date,Calories In
"2018-05-27","0"
"2018-05-28","0"
"2018-05-29","0"
"2018-05-30","0"
"2018-05-31","1,210"
"2018-06-01","0"
"2018-06-02","0"
"2018-06-03","0"
"2018-06-04","0"
"2018-06-05","0"
"2018-06-06","0"
"2018-06-07","0"
"2018-06-08","0"
"2018-06-09","0"
"2018-06-10","0"
"2018-06-11","0"
"2018-06-12","0"
"2018-06-13","0"
"2018-06-14","0"
"2018-06-15","0"
"2018-06-16","0"
"2018-06-17","0"
"2018-06-18","0"
"2018-06-19","0"
"2018-06-20","0"
"2018-06-21","0"
"2018-06-22","0"
"2018-06-23","0"
"2018-06-24","0"
"2018-06-25","0"
"2018-06-26","0"

Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2018-05-27","3,407","5,347","2.52","2","825","209","21","6","1,260"
"2018-05-28","3,213","3,875","1.83","2","668","164","0","0","922"
"2018-05-29","3,466","6,448","3.04","0","899","254","9","0","1,427"
"2018-05-30","3,324","5,519","2.6","1","1,201","217","19","3","1,264"
"2018-05-31","3,420","5,879","2.77","3","735","230","5","6","1,349"
"2018-06-01","3,513","6,916","3.26","0","690","279","10","2","1,527"
"2018-06-02","2,742","2,946","1.39","3","717","171","0","0","752"
"2018-06-03","3,765","6,815","3.21","2","545","201","42","29","1,834"
"2018-06-04","3,585","6,162","2.91","6","1,171","225","36","8","1,530"
"2018-06-05","3,189","4,486","2.12","4","823","177","10","0","1,022"
"2018-06-06","2,145","0","0","0","1,440","0","0","0","0"
"2018-06-07","2,146","0","0","0","1,440","0","0","0","0"
"2018-06-08","2,465","1,929","0.91","1","1,361","79","0","0","389"
"2018-06-09","2,859","3,130","1.48","7","835","127","24","1","780"
"2018-06-10","3,432","7,029","3.32","7","728","230","35","9","1,549"
"2018-06-11","2,146","0","0","0","1,440","0","0","0","0"
"2018-06-12","3,352","4,535","2.14","1","1,224","186","20","10","1,241"
"2018-06-13","3,335","6,344","2.99","4","1,186","241","5","8","1,333"
"2018-06-14","3,533","8,316","3.92","10","591","287","22","1","1,684"
"2018-06-15","3,422","7,249","3.42","14","693","275","11","8","1,586"
"2018-06-16","3,313","7,806","3.68","15","749","237","18","7","1,422"
"2018-06-17","2,940","3,544","1.67","6","862","132","9","1","791"
"2018-06-18","3,385","6,189","2.92","1","744","224","5","6","1,298"
"2018-06-19","3,560","6,055","2.86","2","686","246","15","4","1,500"
"2018-06-20","3,256","5,665","2.67","2","722","219","0","0","1,211"
"2018-06-21","3,430","6,480","3.06","4","654","235","18","3","1,388"
"2018-06-22","3,290","5,805","2.74","3","1,179","235","2","9","1,278"
"2018-06-23","3,134","2,996","1.41","2","801","130","10","18","1,079"
"2018-06-24","3,355","5,209","2.46","2","1,121","243","0","10","1,450"
"2018-06-25","3,127","3,810","1.8","1","768","183","8","0","1,032"
"2018-06-26","2,144","0","0","0","1,440","0","0","0","0"

Food Log 20180527
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180528
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180529
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180530
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180531
Meal,Food,Calories
"Breakfast"
"","Tacos, Sausage, Egg & Cheese","350"
"Lunch"
"","Pad Thai","860"
"Daily Totals"
"","Calories","1,210"
"","Fat","42 g"
"","Fiber","4 g"
"","Carbs","167 g"
"","Sodium","3,160 mg"
"","Protein","44 g"
"","Water","0 fl oz"

Food Log 20180601
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180602
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180603
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180604
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180605
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180606
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180607
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180608
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180609
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20180610
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
